molindx,Name,SMILES,MolarMass,CASNumber,ExperimentalSolubilityInWater,Temperature,ExperimentReference,Datagroup,SolvationEnergy,DipoleMoment,MolecularVolume,MolecularSurfaceArea,QXX,QYY,QZZ,HOMO,LUMO,gap,StandardInChIKey,CalLogP,CalMR,TPSA,LabuteASA,BalabanJIndex,BertzCTIndex,Isomer,Aromatic,Cyclic,ChargeNeutral,MadeOfKeyElements
1360,4-[4-(hydrazinesulfonyl)phenoxy]benzenesulfonohydrazide,C1=CC(=CC=C1OC2=CC=C(C=C2)S(=O)(=O)NN)S(=O)(=O)NN,358.3864,000080-51-3,62.5,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/14546//?documentUUID=6094b6cf-dd03-4d68-866e-aaefad2d7aa1,G5,114.93448,6.399422659,219.49,375.116,-64.98306727,41.9277717,23.05529556,-6.944956094,-1.249531705,5.695424389,NBOCQTNZUPTTEI-UHFFFAOYSA-N,-0.2171,81.9758,153.61,132.8433721,2.170531164,802.5532181,1,True,True,True,True
1361,BIOPTERIN,CC(C(C1=CN=C2C(=N1)C(=O)N=C(N2)N)O)O,237.2176,022150-76-1,699.9175893,293.15,OChem,G4,126.64968,12.01436886,152.595,266.75,60.9583064,-49.92328606,-11.03502035,-6.944822758,-1.977204542,4.967618216,LHQIJBMDNUYRAM-UHFFFAOYSA-N,-1.2905,59.0067,138.01,95.17636622,2.619469435,609.093082,4,True,True,True,True
1362,SSF-109 FUNGICIDE,C1CCC(C(CC1)(C2=CC=C(C=C2)Cl)O)N3C=NC=N3,291.7797,129586-32-9,125.0129701,298.15,OChem,G4,60.37512,7.804432069,174.682,302.101,-18.56226811,4.312355209,14.2499129,-6.944645884,-0.391277891,6.553367993,WRGKWWRFSUGDPX-UHFFFAOYSA-N,3.3245,77.4928,50.94,122.9616424,2.023733397,555.0074197,4,True,True,True,True
1363,ortho-methylphenyl iodide,CC1=CC=CC=C1I,218.037,000615-37-2,24.0,298.15, Potier. Jonathan; Menuel. Stephane; Rousseau. Jolanta; Tumkevicius. Sigitas; Hapiot. Frederic; Monflier. Eric; Applied Catalysis A: General; vol. 479; (2014); p. 1 - 8;,G1,16.1084,2.394459746,115.009,179.46,-0.095705918,9.079052851,-8.983346932,-6.944586019,-0.876542869,6.068043151,RINOYHWVBUKAQE-UHFFFAOYSA-N,2.59962,43.896,0.0,63.05818335,3.134861511,160.4966295,1,True,True,True,True
1364,Azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],277.26,000446-86-6,170.9571302,298.15,OChem,G4,114.72528,14.99976233,165.446,273.349,-46.94901318,37.62311808,9.325895097,-6.944283973,-2.406255666,4.538028307,LMEKQMALGUDUQG-UHFFFAOYSA-N,1.1458,65.6691,115.42,109.818074,2.083457966,764.8623146,1,True,True,True,True
1366,3-chloro-N-[3-chloro-2.6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)pyridin-2-amine,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,465.0954,079622-59-6,0.135,293.15,OChem,G4,46.19136,2.071629917,235.986,387.368,-18.11372312,10.81436139,7.29936173,-6.943102998,-2.996941145,3.946161853,UZCGKGPEKUCDTF-UHFFFAOYSA-N,5.986,87.2945,111.2,164.893588,2.739217712,1012.264619,1,True,True,True,True
1367,4-Hydroxyisophthalic acid,C1=CC(=C(C=C1C(=O)O)C(=O)O)O,182.1324,000636-46-4,300.183772,297.15,OChem,G4,51.83976,0.484680391,118.6,200.53,27.69230858,-20.93639269,-6.755915889,-6.94258326,-1.54052443,5.40205883,BCEQKAQCUWUNML-UHFFFAOYSA-N,0.7886,42.0254,94.83,72.8670328,3.267052212,368.7971776,1,True,True,True,True
1368,7-hydroxy-4-oxo-6.7-dihydro-5H-thieno[3.2-b]thiopyran-2-sulfonamide,C1CS(=O)C2=C(C1O)SC(=C2)S(=O)(=O)N,267.3324,105951-36-8,7195.344588,298.15,OChem,G4,109.95552,9.016668033,159.236,266.478,33.0984444,-3.373463749,-29.72498066,-6.942501626,-1.593355364,5.349146262,XEROSHXMTSNDBW-UHFFFAOYSA-N,-0.0598,56.5444,97.46,93.42991612,2.59637103,518.3376472,4,True,True,True,True
1369,5-(1-Aziridinyl)-2.4-dinitrobenzamide,C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-],252.186,021919-05-1,1263.924037,298.15,OChem,G4,89.07736,10.54323621,152.716,262.087,-39.14744633,26.4812203,12.66622603,-6.942498905,-2.592957435,4.34954147,WOCXQMCIOTUMJV-UHFFFAOYSA-N,0.4219,60.4817,132.38,100.0875962,2.673854578,566.321577,1,True,True,True,True
1370,2.3.4.4'.5-PENTACHLORODIPHENYL  ETHER,C1=CC(=CC=C1OC2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl,342.4359,113464-17-8,0.002982492,303.15,OChem,G4,25.27136,2.567486594,208.246,319.295,-14.38078496,-4.533681547,18.91446651,-6.941445824,-1.158172423,5.7832734,WSTVMACYLXUQIM-UHFFFAOYSA-N,6.7459,78.008,9.23,129.1183737,2.375997248,580.0119083,1,True,True,True,True
1371,2-THIOPHENESULFONAMIDE. 4-[(4-METHOXYPHENYL)SULF,COC1=CC=C(C=C1)S(=O)(=O)C2=CSC(=C2)S(=O)(=O)N,333.39,119731-18-9,20.0,298.15,HARTMAN.GD ET AL. (1992),G2,106.65016,12.69979843,201.495,336.095,37.54026618,-2.242605964,-35.29766021,-6.940969624,-1.591800232,5.349169392,VDAMAZDKFJYVCT-UHFFFAOYSA-N,1.2369,74.138,103.53,120.3334129,2.464401704,819.1984805,1,True,True,True,True
1372,2-FURANSULFONAMIDE. 4-[(4-HYDROXYPHENYL)SULFONYL,C1=CC(=CC=C1O)S(=O)(=O)C2=COC(=C2)S(=O)(=O)N,303.31,128348-44-7,1200.0,298.15,HARTMAN.GD ET AL. (1992),G2,123.34432,9.597748443,174.061,297.068,61.27624756,-58.25223748,-3.024010089,-6.940403627,-1.133779308,5.806624319,NKPDCGFEJUINIK-UHFFFAOYSA-N,0.4654,63.6398,127.67,108.8031253,2.514489003,801.9597008,1,True,True,True,True
1373,1.3-dichloro-5-(3-chlorophenyl)benzene,C1=CC(=CC(=C1)Cl)C2=CC(=CC(=C2)Cl)Cl,257.5,012674-11-2,0.419949909,298.15,OChem,G4,23.05384,2.596035382,174.913,274.088,17.43867627,-12.39445591,-5.044220362,-6.939943754,-1.324618298,5.615325456,RIBGNAJQTOXRDK-UHFFFAOYSA-N,5.3138,66.908,0.0,103.398296,2.535501463,471.7259471,1,True,True,True,True
1374,TESTOSTERONE  PHENYLACETATE,CC12CCC3C(C1CCC2OC(=O)CC4=CC=CC=C4)CCC5=CC(=O)CCC35C,406.5638,005704-03-0,8.894646793,298.15,OChem,G4,62.09056,7.376072538,243.373,436.751,-68.17217547,46.36790055,21.80427492,-6.939619939,-1.22754952,5.712070419,WIJSFCWRMNIREB-UHFFFAOYSA-N,5.6728,116.736,43.37,179.8188493,1.312345815,871.3541896,64,True,True,True,True
1375,2-(1-propoxyethoxy)ethylbenzene,CCCOC(C)OCCC1=CC=CC=C1,208.2998,007493-57-4,86.0,297.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/22097/4/9/?documentUUID=2fd95900-aad1-4d04-84e3-bd3f81bae9b6,G5,27.78176,0.506423895,153.403,273.848,-8.883354243,8.832651469,0.050702774,-6.938980471,-0.048576077,6.890404394,FMYCPRQGKSONCP-UHFFFAOYSA-N,3.0183,61.803,18.46,92.21308838,2.107711727,245.9726825,2,True,True,True,True
1376,1.2-dichloro-4-(2.5-dichlorophenyl)benzene,C1=CC(=C(C=C1C2=C(C=CC(=C2)Cl)Cl)Cl)Cl,291.9914,032598-11-1,0.040960954,298.15,OChem,G4,23.51408,3.437481522,181.791,282.074,17.84902595,-15.84452061,-2.004505344,-6.938939654,-1.267997361,5.670942292,KENZYIHFBRWMOD-UHFFFAOYSA-N,5.9672,71.918,0.0,113.7015622,2.579482935,534.5371241,1,True,True,True,True
1377,1.4-DIIODOBENZENE,C1=CC(=CC=C1I)I,329.91,000624-38-4,1.4,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,17.90752,1.07e-05,143.215,205.961,-5.499575849,12.52163859,-7.022062737,-6.938659376,-1.131171095,5.807488281,LFMWZTSOMGDDJU-UHFFFAOYSA-N,2.8958,51.876,0.0,75.95507936,3.032455532,145.3883389,1,True,True,True,True
1380,Propylthiouracil,CCCC1=CC(=O)N=C(N1)S,170.23,000051-52-5,1200.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,77.48768,10.44010081,126.761,213.984,-24.75383246,21.39702321,3.356809248,-6.938259369,-0.628977905,6.309281463,KNAHARQHSZJURB-UHFFFAOYSA-N,1.0111,46.1047,45.75,70.28211419,2.987039345,294.7372023,1,True,True,True,True
1381,(2-chloro-3.4-dimethylphenyl) N-methylcarbamate,CC1=C(C(=C(C=C1)OC(=O)NC)Cl)C,213.6633,000671-04-5,202.0,293.15,OChem,G4,48.86912,2.882754321,153.563,259.689,38.14806736,-28.96192714,-9.186140221,-6.937916505,-0.285713986,6.652202519,FNAAOMSRAVKQGQ-UHFFFAOYSA-N,2.67504,56.0097,38.33,88.01936732,2.995911579,363.3847854,1,True,True,True,True
1382,6-chloro-1.3-benzoxazole,C1=CC2=C(C=C1Cl)OC=N2,153.5677,227197-72-0,730.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/11364//?documentUUID=ff87f736-603c-4fa0-9367-588883afd9b3,G5,24.64376,1.496851171,112.609,179.466,14.0465067,-8.941717796,-5.104788901,-6.937459354,-0.98668101,5.950778343,JJOOKXUUVWIARB-UHFFFAOYSA-N,2.4812,39.019,26.03,62.43031112,2.860781632,355.1335934,1,True,True,True,True
1384,2-Furancarboxylic acid. 5-bromo-,C1=C(OC(=C1)Br)C(=O)O,190.9809,000585-70-6,2199.834129,290.15,OChem,G4,38.24176,4.345324051,110.352,175.446,17.29351582,-9.422059907,-7.871455916,-6.936634848,-1.385140534,5.551494314,YVTQHZDUDUCGRD-UHFFFAOYSA-N,1.7403,33.3673,50.44,59.41397796,2.977648532,227.8619086,1,True,True,True,True
1385,2.4.6-COLLIDINE,CC1=CC(=NC(=C1)C)C,121.18,000108-75-8,35000.0,293.15,MERCK INDEX (1996),G2,21.71496,3.107224824,108.504,187.691,-2.430493303,-6.738017123,9.168510426,-6.935002164,-0.307490453,6.627511711,BWZVCCNYKMEVEX-UHFFFAOYSA-N,2.00686,38.448,12.89,55.74587744,3.16567031,165.3298402,1,True,True,True,True
1386,1-PHENYLETHANOL,C[C@H](C1=CC=CC=C1)O,122.17,001517-69-7,14700.0,298.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,29.0788,1.798357513,99.921,174.111,6.86642956,-6.565630582,-0.300798978,-6.934202149,-0.031659022,6.902543127,WAPNOHKVXSQRPX-SSDOTTSWSA-N,1.7399,37.0758,20.23,54.9555211,2.848234051,167.1823264,2,True,True,True,True
1387,BENZOIC ACID. 2-(ACETYLOXY)-. 2-[BIS(1-METHYLETH,CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1OC(=O)C,321.38,116482-76-9,180.0,294.15,NIELSEN.NM & BUNDGAARD.H (1989),G2,63.3876,6.812135943,210.271,368.554,-29.47845166,8.627427444,20.85102421,-6.934123236,-1.574983315,5.359139921,WRGWFXXPBRCSIH-UHFFFAOYSA-N,2.4141,85.1515,72.91,135.9172568,2.774875539,572.1013882,1,True,True,True,True
1388,2-phenylacetaldehyde,C1=CC=C(C=C1)CC=O,120.1506,000122-78-1,18000.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/24247//?documentUUID=5e22767e-298b-4272-a28a-1504af49a660,G5,29.4972,3.462130539,102.744,174.426,-17.5560397,3.056633373,14.49940633,-6.933921872,-0.759085677,6.174836195,DTUQWGWMVIHBKE-UHFFFAOYSA-N,1.428,36.21,17.07,54.32280945,2.719528533,179.0189405,1,True,True,True,True
1389,5.8-dihydro-pteridine-6.7-dione,C1=C2C(=NC=N1)NC(=O)C(=O)N2,164.123,003947-46-4,333.0,293.15,Journal_of_the_Chemical_Society;_(1952);_p._4219.4220;,G1,74.34968,5.18598043,114.688,190.572,-35.27658805,23.11730137,12.15928668,-6.933693296,-1.785359274,5.148334022,HNSVDKLARSSFGE-UHFFFAOYSA-N,-0.9936,40.7794,91.5,65.31470378,3.032511622,478.0493905,1,True,True,True,True
1390,2-Furancarboxaldehyde. 5-bromo-,C1=C(OC(=C1)Br)C=O,174.9815,001899-24-7,5000.254797,293.15,OChem,G4,24.4764,3.754125183,104.004,163.406,-19.8894666,16.2413145,3.648152105,-6.933614383,-1.851553998,5.082060385,WJTFHWXMITZNHS-UHFFFAOYSA-N,1.8546,31.7955,30.21,54.6197442,2.996351569,192.0636692,1,True,True,True,True
1391,1.2.4.5-tetrafluorobenzene,C1=C(C(=CC(=C1F)F)F)F,150.0754,000327-54-8,631.4071705,298.15,OChem,G4,10.96208,4.78e-05,97.48,161.811,-11.92098037,9.828633303,2.092347065,-6.933418461,-0.487449237,6.445969224,SDXUIOOHCIQXRP-UHFFFAOYSA-N,2.243,26.274,0.0,54.09354473,3.282462907,205.9198834,1,True,True,True,True
1393,2.2'.4.4'.6-PENTACHLORODIPHENYL  ETHER,C1=CC(=C(C=C1Cl)Cl)OC2=C(C=C(C=C2Cl)Cl)Cl,342.4359,104294-16-8,0.01601693,303.15,OChem,G4,22.13336,1.380620113,193.344,297.963,10.42591196,-6.918197799,-3.507714161,-6.933002126,-0.991735528,5.941266598,FONWDRSQXQZNBN-UHFFFAOYSA-N,6.7459,78.008,9.23,129.1183737,2.399017772,574.0119083,1,True,True,True,True
1394,N-METHYL O-(3-ISOPROPYLPHENYL)CARBAMATE,CC(C)C1=CC(=CC=C1)OC(=O)NC,193.245,000064-00-6,84.99791368,303.15,OChem,G4,45.3964,3.217820424,140.552,248.718,29.66649339,-25.75514122,-3.911352167,-6.932068775,-0.123920716,6.80814806,GYKXQTKSWLAUIT-UHFFFAOYSA-N,2.5282,55.6147,38.33,84.0810432,2.781384662,320.8184996,1,True,True,True,True
1395,4-Imidazolidinone. 3-phenyl-2-thioxo-,C1C(=O)N(C(=N1)S)C2=CC=CC=C2,192.24,002010-15-3,110.0,298.15,BEILSTEIN,G2,45.8148,2.900710552,134.836,221.628,-16.07900188,11.68269991,4.396301974,-6.93172319,-0.565997664,6.365725526,ZZRIQDWDJVLELF-UHFFFAOYSA-N,1.319,55.216,32.67,81.49214323,2.364659524,361.137268,1,True,True,True,True
1396,CLOFENTEZINE,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,303.15,074115-24-5,1.0,298.15,MERCK INDEX (1996),G2,48.24152,3.688612767,209.548,333.001,57.34155056,-42.43163246,-14.9099181,-6.931717748,-2.820630321,4.111087427,UXADOQPNKNTIHB-UHFFFAOYSA-N,3.9074,78.514,51.56,124.967623,2.007301288,679.6675411,1,True,True,True,True
1397,Pyrazosulfuron-ethyl,CCOC(=O)C1=C(N(N=C1)C)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,414.3922,093697-74-6,14.49811607,293.15,OChem,G4,78.28264,8.328278006,229.347,394.417,14.55899781,-10.29702702,-4.261970796,-6.931034742,-1.557252367,5.373782375,BGNQYGRXEXDAIQ-UHFFFAOYSA-N,-0.0856,93.6407,163.63,159.6138017,2.247635186,965.8113917,1,True,True,True,True
1398,4-Methyl-4-phenylpentan-2-one,CC(=O)CC(C)(C)C1=CC=CC=C1,176.2578,007403-42-1,810.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/21316//?documentUUID=8340f874-ea3b-43fa-b75a-11dcedbe70be,G5,31.63104,3.796386475,135.154,237.047,-20.64787789,7.784206636,12.86367125,-6.93074358,-0.378277917,6.552465663,PFDVPCSDZXZDMF-UHFFFAOYSA-N,2.9433,54.766,17.07,79.78257791,2.870813134,285.2526033,1,True,True,True,True
1399,4-NONYLPHENYL DIPHENYL PHOSPATE,CCCCCCCCCC1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,452.5291,064532-97-4,0.770276258,298.15,OChem,G4,60.58432,5.6227344,293.492,512.902,-48.15345268,31.94708971,16.20636296,-6.930661946,-0.39337072,6.537291226,LMCLPMXCYFSRNG-UHFFFAOYSA-N,8.6246,130.5135,44.76,191.7203169,1.583226962,896.9099607,1,True,True,True,True
1402,Desethylatrazine,CC(C)NC1=NC(=NC(=N1)N)Cl,187.6315,006190-65-4,369.2374564,295.15,OChem,G4,49.3712,6.469803716,133.456,225.582,22.56080338,-13.58865027,-8.972153114,-6.930087785,-0.540355001,6.389732784,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,0.9275,48.0081,76.72,75.37819251,2.854706891,254.3909968,1,True,True,True,True
1404,8H-Purine-8-thione. 1.7-dihydro-,C1=C2C(=NC=N1)N=C(N2)S,152.1734,000583-40-4,455.0286522,293.15,OChem,G4,63.51312,7.034044369,112.486,179.055,-1.289218462,4.801410732,-3.51219227,-6.929328587,-1.315067641,5.614260946,VABISHCLVYMGAU-UHFFFAOYSA-N,0.6416,38.9357,54.46,62.13623868,2.876510167,322.1754374,1,True,True,True,True
1405,2.2'.4.5.5'-PENTACHLORODIPHENYL  ETHER,C1=CC(=C(C=C1Cl)OC2=CC(=C(C=C2Cl)Cl)Cl)Cl,342.4359,131138-21-1,0.009431468,303.15,OChem,G4,24.6856,2.757280623,203.605,312.253,21.40053879,-16.25215311,-5.148385689,-6.929151713,-1.048213877,5.880937836,MKIAKZAWONVRFF-UHFFFAOYSA-N,6.7459,78.008,9.23,129.1183737,2.395447155,597.2619083,1,True,True,True,True
1407,2-CF3-4.5-DICHLOROBENZIMIDAZOLE,C1=CC(=C(C2=C1NC(=N2)C(F)(F)F)Cl)Cl,255.0263,003615-21-2,69.00570068,298.15,OChem,G4,44.89432,8.062974776,150.14,240.421,16.59650347,-11.15702032,-5.439483152,-6.928231968,-1.295925238,5.63230673,KSROTSBULDYPKA-UHFFFAOYSA-N,3.8885,51.1157,28.68,92.00995683,2.716164445,518.3165183,1,True,True,True,True
1408,diphenylacetic acid,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O,212.25,000117-34-0,127.0,298.15,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,53.51336,2.207598794,151.448,257.479,-13.32513052,10.34799842,2.977132102,-6.928196593,-0.359483819,6.568712774,PYHXGXCGESYPCW-UHFFFAOYSA-N,2.9031,62.3628,37.3,94.17413741,2.43726518,423.1087192,1,True,True,True,True
1409,CUMENE,CC(C)C1=CC=CC=C1,120.195,000098-82-8,61.3,298.15,Sanemasa. I.; Araki. M.; Deguchi. T.; Nagai. H.. Bull. Chem. Soc. Jpn. 1982. 55. 1054-62.,G3,15.43896,0.528774326,100.546,176.186,4.783223334,4.142684751,-8.925908085,-6.928131286,0.003342567,6.931473844,RWGFKTVRMDUZSP-UHFFFAOYSA-N,2.81,40.531,0.0,56.52622946,2.848234051,162.6530014,1,True,True,True,True
1410,PACLOBUTRAZOL,CC(C)(C)[C@H]([C@@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,293.8,076738-62-0,26.0,293.15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,52.46736,4.33698864,184.823,320.886,-26.60552687,-2.234351965,28.83987883,-6.928033325,-0.331201922,6.596831402,RMOGWMIKYWRTKW-KGLIPLIRSA-N,3.1223,79.6768,50.94,123.9674735,2.255633018,531.246311,4,True,True,True,True
1412,1H-3.1-benzoxazine-2.4-dione,C1=CC=C2C(=C1)C(=O)OC(=O)N2,163.1324,000118-48-9,300.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/18515//?documentUUID=fdff610d-60b1-476f-a707-5bbcdf0a6bb7,G5,59.66384,9.170536641,114.475,189.962,-7.449953084,5.52827207,1.921681014,-6.926890446,-1.674215943,5.252674502,TXJUTRJFNRYTHH-UHFFFAOYSA-N,0.4813,43.1047,63.07,66.46057666,3.09393227,523.304278,1,True,True,True,True
1413,Valdecoxib,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,314.36,181695-72-7,10.0,298.15,PDR (2004); pH=7,G2,85.01888,5.242616062,202.058,342.836,-56.62767994,45.21484682,11.41283312,-6.9267816,-1.295121413,5.631660187,LNPDTQAFDNKSHK-UHFFFAOYSA-N,2.96442,83.4852,86.19,127.9765338,2.115208671,898.3237942,1,True,True,True,True
1414,3-(4.6-dimethoxypyrimidin-2-yl)-1-[3-(trifluoromethyl)pyridin-2-yl]sulfonylurea,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)C(F)(F)F)OC,407.3235,104040-78-0,2100.0,293.15,OChem,G4,90.1652,11.97545782,218.565,373.238,44.69304989,-42.74617171,-1.946878171,-6.926585678,-1.68753674,5.239048938,HWATZEJQIXKWQS-UHFFFAOYSA-N,1.418,83.7152,132.4,150.3529288,2.259102281,929.3468418,1,True,True,True,True
1415,Halosulfuron-methyl,CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,436.8263,100784-20-1,15.0006051,293.15,OChem,G4,73.72208,6.829096494,235.664,396.835,-23.00700739,20.86257363,2.144433764,-6.926463227,-1.622717281,5.303745946,FMGZEUWROYGLAY-UHFFFAOYSA-N,0.1777,94.0337,163.63,163.5521258,2.308759093,1000.374877,1,True,True,True,True
1416,Butenachlor,CCC1=C(C(=CC=C1)CC)N(COC/C=C\C)C(=O)CCl,309.8351,087310-56-3,29.00217814,300.15,OChem,G4,43.55544,5.952242255,207.231,357.965,-16.50943702,1.039804989,15.46963203,-6.926289074,-0.714826607,6.211462467,HZDIJTXDRLNTIS-DAXSKMNVSA-N,3.9334,89.037,29.54,132.0943306,3.09479913,463.428494,2,True,True,True,True
1417,2-Methyl-4-phenyl-1.3-dioxolane,CC1OCC(O1)C2=CC=CC=C2,164.2036,033941-99-0,2570.0,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/18277//?documentUUID=430195c9-4956-45ba-a1fe-bca3d3beb732,G5,29.53904,1.469089414,117.329,205.35,11.69848033,0.212803069,-11.9112834,-6.926082267,-0.09579338,6.830288887,YPPGSWWESBCSCT-UHFFFAOYSA-N,2.1205,45.682,18.46,72.11243088,2.113241499,245.275309,4,True,True,True,True
1419,Coumarin. 4-(diethylcarbamoyl)-,CCN(CC)C(=O)C1=CC(=O)OC2=C1C=CC=C2,245.2774,004825-96-1,2000.126822,310.15,OChem,G4,61.714,8.884870306,171.77,295.923,36.10583288,-27.02971497,-9.076117907,-6.924762514,-1.956267003,4.968495512,XRRPILZLOJTFAO-UHFFFAOYSA-N,2.275,69.7355,50.52,104.8254729,2.628864874,626.2168632,1,True,True,True,True
1421,Butanedioic acid. 2.2-diphenyl-,C1=CC=C(C=C1)C(CC(=O)O)(C2=CC=CC=C2)C(=O)O,270.2842,010186-26-2,1000.04757,293.15,OChem,G4,67.52976,4.382400402,172.494,297.234,-15.0441344,10.20258534,4.841549057,-6.924577477,-0.502667485,6.421909992,LVVXLDUCGFTWHJ-UHFFFAOYSA-N,2.532,73.5526,74.6,115.8597775,2.694147077,565.3887034,1,True,True,True,True
1422,2-(1-ethoxyethoxy)ethylbenzene,CCOC(C)OCCC1=CC=CC=C1,194.273,002556-10-7,453.0,297.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/23917/4/9/?documentUUID=7bf39670-c446-44b0-8a8d-f02329b83fb5,G5,27.27968,0.445729042,142.606,253.962,-10.18516823,9.510631794,0.674536437,-6.924305363,-0.011406883,6.912898483,QQDGMPOYFGNLMT-UHFFFAOYSA-N,2.6282,57.186,18.46,85.84814626,2.155399323,233.336862,2,True,True,True,True
1423,2-Methyl-1-phenylpropan-2-ol,CC(C)(CC1=CC=CC=C1)O,150.22,000100-86-7,13538.094,293.15,https://echa.europa.eu/registration-dossier/-/registered-dossier/21328//?documentUUID=fe280f2c-add1-47ae-bdad-7625eff84a78,G5,30.41768,2.023185753,119.306,210.687,-11.58050229,7.7833585,3.797143788,-6.923600588,0.007434835,6.931035422,RIWRBSMFKVOJMN-UHFFFAOYSA-N,2.0,46.4438,20.23,67.68540533,2.657660985,208.0644284,1,True,True,True,True
1424,6-Pteridinecarboxylic acid. 1.2.3.4-tetrahydro-7,N1(C(=O)N(C2=C(C1(=O))N=C(C(=O)N2)C(=O)O)C)C,252.19,098879-90-4,1200.0,293.15,BEILSTEIN,G2,121.7544,8.005103525,160.226,271.326,-38.39006163,24.60511473,13.7849469,-6.923235955,-2.438630429,4.484605526,HXXQJEUEICLLLJ-UHFFFAOYSA-N,-1.9813,59.805,127.05,97.94675104,3.139882878,840.872647,1,True,True,True,True
1425,Acetamide. N.N'-(phenylmethylene)bis-,CC(=O)NC(C1=CC=CC=C1)NC(=O)C,206.2438,006907-68-2,9999.560259,293.15,OChem,G4,71.42088,3.103178019,145.067,253.256,-38.18563849,9.825862288,28.3597762,-6.922942072,-0.078293647,6.844648425,JFUUKHUKGAQKIW-UHFFFAOYSA-N,0.9574,56.8164,58.2,88.67888226,2.805107056,332.8653711,1,True,True,True,True
1426,NALIDIXIC ACID,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,232.24,000389-08-2,100.0,296.15,MERCK INDEX (1996),G2,66.1072,12.26482642,164.301,278.867,-30.98462257,23.7618695,7.222753068,-6.922357027,-1.826693391,5.095663636,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,1.42302,63.3733,72.19,97.33938151,2.946743973,658.5837076,1,True,True,True,True
1428,Crufomate,CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl,291.7138,000299-86-5,199.9663754,298.15,OChem,G4,54.8104,1.910082838,182.938,318.924,-30.41291357,25.64730433,4.76560924,-6.921932529,-0.428511249,6.493421279,BOFHKBLZOYVHSI-UHFFFAOYSA-N,3.9902,74.4552,47.56,113.2204245,3.039660675,462.8805941,2,True,True,True,True
1429,BENZOGUANAMINE,C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,187.21,000091-76-9,600.0,295.15,MERCK INDEX (1996),G2,56.86056,2.182094932,144.427,241.907,-28.35169534,15.31769332,13.03400203,-6.921932529,-1.340545675,5.581386854,GZVHEAJQGPRDLQ-UHFFFAOYSA-N,0.703,54.0878,90.71,80.82722266,2.52130359,419.9602313,1,True,True,True,True
1430,BENZOIC ACID. 2-(ACETYLOXY)-. 2-(DIPROPYLAMINO)-,CCCN(CCC)C(=O)COC(=O)C1=CC=CC=C1OC(=O)C,321.38,116482-75-8,720.0,294.15,NIELSEN.NM & BUNDGAARD.H (1989),G2,67.65528,6.978520442,209.307,368.495,-27.89674213,5.601928607,22.29481352,-6.921665857,-1.611328765,5.310337092,XCEUBKDKAYYEQR-UHFFFAOYSA-N,2.4173,85.1955,72.91,135.9172568,2.692325795,549.6696378,1,True,True,True,True
